model_seed,gamma,amplification,step_to_watermark,match_percent,perplexity,z_score,prompt
1,0.1,1,100,0.1836734693877551,8.872788429260254,2.7610836217760424,Describe the process of protein synthesis.
1,0.1,3,100,0.3464566929133858,11.291162490844727,9.258086248241453,Describe the process of protein synthesis.
1,0.1,5,100,0.4457831325301205,15.455945014953613,10.500780872347043,Describe the process of protein synthesis.
1,0.1,7,100,0.7352941176470589,34.42772674560547,17.462565002615975,Describe the process of protein synthesis.
1,0.1,9,100,0.90625,23.213769912719727,30.40559159102154,Describe the process of protein synthesis.
1,0.1,1,100,0.29133858267716534,29.620025634765625,7.18758772627052,Write a poem about hope and resilience.
1,0.1,3,100,0.44881889763779526,23.584516525268555,13.103297789044612,Write a poem about hope and resilience.
1,0.1,5,100,0.6456692913385826,17.855031967163086,20.497935367512227,Write a poem about hope and resilience.
1,0.1,7,100,0.7086614173228346,15.669944763183594,22.864219392621862,Write a poem about hope and resilience.
1,0.1,9,100,0.8582677165354331,48.425479888916016,28.48414395225725,Write a poem about hope and resilience.
1,0.1,1,100,0.16535433070866143,6.60695219039917,2.4550196760512475,Explain how the immune system protects the body.
1,0.1,3,100,0.37623762376237624,13.483139991760254,9.253845868952897,Explain how the immune system protects the body.
1,0.1,5,100,0.5952380952380952,19.975221633911133,18.530112772594755,Explain how the immune system protects the body.
1,0.1,7,100,0.5714285714285714,20.39093017578125,17.63924196622001,Explain how the immune system protects the body.
1,0.1,9,100,0.8412698412698413,17.102664947509766,27.735777771800485,Explain how the immune system protects the body.
1,0.1,1,100,0.15384615384615385,12.429702758789062,1.1208970766356097,What are the benefits of learning a second language?
1,0.1,3,100,0.35,15.095770835876465,5.270462766947299,What are the benefits of learning a second language?
1,0.1,5,100,0.4533333333333333,13.79709243774414,10.199854755683388,What are the benefits of learning a second language?
1,0.1,7,100,0.7066666666666667,15.99041748046875,17.51295816541865,What are the benefits of learning a second language?
1,0.1,9,100,0.85,70.43364715576172,19.364916731037084,What are the benefits of learning a second language?
1,0.1,1,100,0.11428571428571428,8.973677635192871,0.4879500364742666,Describe the formation of clouds and precipitation.
1,0.1,3,100,0.2926829268292683,10.698497772216797,5.816060373275251,Describe the formation of clouds and precipitation.
1,0.1,5,100,0.5511811023622047,13.673079490661621,16.94850932984777,Describe the formation of clouds and precipitation.
1,0.1,7,100,0.8031496062992126,4.709682941436768,26.41364543028632,Describe the formation of clouds and precipitation.
1,0.1,9,100,0.9606299212598425,7.697757720947266,32.32935549306041,Describe the formation of clouds and precipitation.
1,0.1,1,100,0.14960629921259844,9.449464797973633,1.8634486697738386,Write a story about a character finding their true purpose.
1,0.1,3,100,0.3700787401574803,10.954887390136719,10.145442757657566,Write a story about a character finding their true purpose.
1,0.1,5,100,0.6666666666666666,22.07768440246582,20.167814476059142,Write a story about a character finding their true purpose.
1,0.1,7,100,0.8110236220472441,17.267860412597656,26.709430933425022,Write a story about a character finding their true purpose.
1,0.1,9,100,0.984375,2.5427496433258057,33.35186984596549,Write a story about a character finding their true purpose.
